Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Name
First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,299.94,6,0,128.9742,Nicholas Kline
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,25.76,7,0,0.5152,Kristina Wilcox
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Technology,Phones,271.9,2,0,78.851,Joseph Leonard
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,45.84,3,0,15.5856,John Richards
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,9.82,2,0,3.2406,Henry Winters
Standard Class,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Fasteners,93.36,12,0,0.9336,Amanda Hebert
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,541.24,4,0,5.4124,Cindy Oconnor
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,106.32,3,0,49.9704,Joshua Hernandez
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Chairs,1323.9,5,0,383.931,Caroline Clark
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,126.624,6,0.2,41.1528,Victoria Hernandez MD
First Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,125.944,7,0.2,15.743,Brian Hamilton
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,663.92,5,0.2,207.475,John Neal
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,120,8,0,13.2,Caroline Clark
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,3.29,1,0,1.4805,Peter Mcdowell
Same Day,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,18.84,3,0,6.0288,Brian Green
First Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,60.672,6,0.2,12.8928,Kristin Campos
First Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Art,30.816,9,0.2,2.6964,Kaitlin Gregory
Second Class,Corporate,United States,Modesto,California,95351,West,Technology,Phones,52.792,1,0.2,4.6193,Joseph Lopez
First Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Appliances,83.9,10,0,20.975,Jesus Nguyen
First Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,11.76,2,0,5.7624,Susan Williams
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Appliances,4.992,3,0.8,-12.9792,Regina Stewart
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Envelopes,87.92,5,0.2,29.673,Lori Mitchell
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Furniture,Chairs,657.93,5,0.3,-93.99,Bridget Thompson
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,1.044,1,0.8,-1.827,Julie Chen
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,210.68,2,0,50.5632,James Miranda
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,78.8,1,0,1.576,Nicholas Wright PhD
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,19.99,1,0,6.7966,Bobby Flores
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,772.68,4,0,108.1752,Shawn Gomez
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,106.08,6,0.2,-9.282,Paul Smith
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Furnishings,23.076,3,0.6,-10.9611,Gary Hatfield
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,25.92,5,0.2,9.072,Cheryl Hughes
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,47.952,3,0.2,16.1838,Bridget Thompson
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,0.984,2,0.8,-1.476,Kevin Houston
First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,75.384,9,0.6,-20.7306,James Moore
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Labels,4.608,2,0.2,1.6704,Patrick Williams
First Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,37.68,6,0,16.956,Albert Williams
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,41.91,3,0,10.8966,Jacob Hooper
Second Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,435.999,3,0.15,5.1294,Jeffrey Howard
Second Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Chairs,388.704,6,0.2,38.8704,Mark Black
Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,572.58,6,0,34.3548,Allison Ruiz
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,33.18,2,0,11.613,Kimberly Maynard
Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Technology,Accessories,63.88,4,0,24.9132,John Rowe
Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Furniture,Furnishings,26.72,1,0,11.7568,Alex Burton
Second Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,295.056,9,0.2,106.9578,Brooke Terry
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,393.25,5,0,129.7725,Morgan Hernandez
Second Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,2.214,3,0.7,-1.476,Michele Walls
Second Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,16.272,3,0.2,5.2884,Michele Walls
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,706.86,7,0,197.9208,Evelyn Neal
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,5.97,5,0.7,-4.577,Rebecca Stark
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,21.184,1,0.2,4.7664,Kelsey Davis
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,41.376,6,0.2,3.1032,Nicole Henson
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,17.94,3,0,4.485,Jordan Roman
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.655,1,0.7,-1.8585,Danielle Mitchell
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,892.35,5,0,267.705,Marc Key
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Bookcases,307.666,2,0.15,28.9568,Jody Morgan
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,728.82,9,0,29.1528,Timothy Lutz
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,41.36,5,0.2,13.959,Justin Smith
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,43.176,3,0.2,15.1116,Susan Harris
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,4.16,2,0,1.7472,Cody Brown
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,61.4,5,0,28.858,Frances Wilson
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,24.448,2,0.2,8.8624,Lauren Henry
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,263.96,4,0,71.2692,Jennifer Crawford
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,359.97,3,0,100.7916,Andrew Perez
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2,0,6.2208,Sean Parks
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,116.82,3,0,5.841,Caleb Fleming
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,276.784,2,0.2,89.9548,Chelsea Dunn
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,239.97,3,0,86.3892,Alexandra Rose
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,16.02,6,0,6.0876,Evelyn Neal
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,454.56,5,0.2,-107.958,Scott Scott
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,141.42,5,0.6,-187.3815,Theresa Estrada
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,310.744,4,0.3,-26.6352,Beverly Levy
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,12.736,4,0.2,2.2288,Brooke Hurst
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,6.47,5,0.8,-9.705,Ricky Smith
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,13.748,14,0.8,-22.6842,Christopher Hunter
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Appliances,15.224,2,0.8,-38.8212,Mrs. Samantha Hicks MD
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Furniture,Furnishings,27.42,3,0,9.3228,Douglas Allen
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Office Supplies,Binders,165.98,1,0,74.691,Amber Lamb
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Technology,Accessories,75,3,0,18,Erica Jimenez
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,134.272,8,0.2,46.9952,Eric Brown
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,146.544,6,0.2,47.6268,Kristina Wilcox
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,131.904,3,0.2,47.8152,Michael Murphy
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,203.88,5,0.2,20.388,Julia Wilson
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,14.301,7,0.7,-10.4874,Ronald Atkinson
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,718.64,10,0.2,-161.694,Kaitlin Douglas
Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,61.1,5,0,18.33,Caleb Fleming
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Appliances,28.08,3,0.2,5.265,Michael King
Second Class,Corporate,United States,Yuma,Arizona,85364,West,Office Supplies,Art,10.496,4,0.2,1.1808,Michelle Hughes
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,39.92,2,0.2,12.974,Lori Bennett
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,77.58,9,0,20.1708,Jennifer Crawford
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Storage,269.36,7,0,70.0336,Timothy Lutz
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,5.76,2,0,2.8224,Hannah Reyes
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,109.9,5,0,32.97,Stephen Fitzgerald
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,23.88,3,0,10.5072,Tony House
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,26.2,4,0,12.052,Robert Tran
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,12.96,2,0,6.2208,Jasmine Rowe
Second Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,234.95,5,0,32.893,Debbie Waters MD
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,118.25,5,0,34.2925,Jamie Hutchinson
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,4.28,1,0,1.926,William Garcia
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,26.85,3,0,5.1015,Melissa Flynn
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Machines,3357.6,3,0.2,377.73,Gary Perry
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,8.26,2,0,3.7996,Billy Page
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,2973.32,7,0.2,334.4985,Jeffery Fischer
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,104.79,7,0,29.3412,Tina Fields
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,775.728,6,0.2,58.1796,Jennifer Johnson
First Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,89.0664,1,0.32,-17.0274,Scott Scott
First Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Art,175.44,6,0.2,52.632,Shannon Martinez
First Class,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,438.336,4,0.2,-87.6672,Kimberly Maynard
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,215.544,4,0.3,-58.5048,Jorge Sullivan
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,55.584,6,0.2,20.844,Paul Roberts
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,127.386,2,0.3,-25.4772,Nicolas Sullivan
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,248.43,5,0.3,-17.745,Larry Villarreal
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Office Supplies,Appliances,11.648,4,0.8,-30.8672,Krystal Hendricks
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,85.246,2,0.3,-1.2178,Michael Stewart
Second Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,20.64,5,0.2,2.322,Katrina Peterson
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,148.02,3,0,41.4456,Susan Harris
Same Day,Corporate,United States,Garden City,Kansas,67846,Central,Office Supplies,Storage,33.29,1,0,7.9896,Kayla Archer
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,204.95,5,0,100.4255,Brooke Terry
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,526.344,4,0.3,-75.192,Cheryl Hughes
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,41.96,2,0,10.9096,Marc Key
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,451.152,3,0.2,0,Michael Velazquez MD
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,31.504,11,0.2,11.0264,Melissa Holland
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,30.672,3,0.2,9.585,Kathleen Miller
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1079.976,4,0.4,125.9972,Kimberly Myers
Standard Class,Consumer,United States,Modesto,California,95351,West,Furniture,Chairs,161.568,2,0.2,-28.2744,Cindy Oconnor
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878,Matthew Smith
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,18.528,2,0.2,4.4004,Michael Sullivan
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,670.752,3,0.2,-125.766,Michael Adams
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,64.96,5,0.6,-43.848,Jeffery Knight
First Class,Corporate,United States,Riverside,California,92503,West,Technology,Accessories,41.94,2,0,15.0984,Michael Clark
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,11.96,2,0,5.8604,Jean Robinson
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Art,13.12,4,0,3.8048,Jenny Richardson
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Storage,535.41,3,0,160.623,Kimberly Smith
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,72.78,3,0.6,-70.9605,Nicholas Flores
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,36.84,3,0,17.3148,Caleb Fleming
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,87.71,7,0,41.2237,James Daugherty
Standard Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Tables,562.2925,7,0.45,-255.5875,Jorge Sullivan
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Furnishings,56.52,9,0,21.4776,Taylor Perry
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.264,8,0.2,1.2672,Jonathan Hogan
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,284.08,10,0.2,24.857,Kimberly Myers
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.496,4,0.2,6.7048,Tracy Sanders
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,14.73,3,0,7.2177,Cheryl Bradley
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,186.54,3,0,50.3658,Veronica Bray
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,557.728,4,0.2,6.9716,Darrell Johns
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Phones,159.968,4,0.2,-31.9936,Joseph Leonard
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Appliances,471.9,6,0,155.727,Brenda Ford
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Art,3.52,2,0,1.6896,Jennifer Summers
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Paper,49.12,4,0,23.0864,Emily Howard
Standard Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Labels,20.16,7,0,9.8784,George Allen
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,10.68,2,0,5.0196,Collin Lopez
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Furniture,Bookcases,141.96,2,0,39.7488,William Gonzalez
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,32.48,2,0,4.872,Timothy Lutz
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,20.04,3,0,9.6192,Ryan Rivera
First Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Copiers,13999.96,4,0,6719.9808,Mr. Ryan Sanchez
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Technology,Accessories,238,2,0,38.08,Allen Bailey
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,61.96,2,0,27.882,Victoria Hubbard
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Tables,239.372,2,0.3,-23.9372,Kelsey Davis
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,595,5,0,95.2,Brian Hamilton
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,16.032,3,0.2,5.6112,Nicolas Sullivan
Standard Class,Home Office,United States,Milford,Connecticut,6460,East,Technology,Accessories,199.75,5,0,87.89,Megan Hart
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Furniture,Chairs,227.96,2,0,36.4736,Tracy Sanders
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,293.52,6,0,76.3152,Lori Bennett
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,307.98,2,0,89.3142,Kimberly Smith
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,96.96,6,0,33.936,Stephanie Bowman
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,117.488,7,0.2,41.1208,Kaitlin Johnson
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,11.952,3,0.2,4.1832,Barbara Sanders
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Bookcases,512.499,3,0.15,-30.147,Lori Dougherty
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,863.128,7,0.2,-32.3673,Ebony Watson
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,2036.86,7,0,366.6348,Michael King
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Chairs,449.568,2,0.2,-73.0548,Jeffrey Howard
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,108.96,3,0,32.688,William Gonzalez
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,264.18,7,0,68.6868,April Snyder
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,2.88,1,0,1.4112,Adam King
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,41.904,6,0.2,14.1426,Christine Knight
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Storage,23.92,4,0,4.0664,Joseph Freeman
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,156.512,4,0.2,52.8228,William Garcia
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,128.34,6,0,37.2186,James Brewer
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,474.95,5,0,142.485,Lindsey Martin
Standard Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,999.98,2,0,449.991,Henry Winters
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,277.5,4,0.5,-188.7,Taylor Perry
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.704,8,0.4,-480.2032,Emily Howard
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,110.97,5,0.4,-24.0435,Katrina Peterson
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,Travis Thompson
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,1.892,1,0.6,-0.9933,Lisa Davis
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,Jenna Middleton
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,7.824,1,0.2,2.934,Joseph Lopez
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,170.072,4,0.3,-12.148,Matthew Moore
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,62.82,9,0,29.5254,Michael Mendez
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Paper,19.44,3,0,9.3312,Kim Jenkins
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Binders,7.38,1,0,3.6162,Shawn Williams
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,38.88,6,0,18.6624,Jeremy Parks
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,187.76,4,0,76.9816,Thomas Lam
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Binders,6.048,7,0.7,-4.2336,Brittney Guerrero
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Appliances,98.352,3,0.2,9.8352,Eric Price
First Class,Consumer,United States,Durham,North Carolina,27707,South,Furniture,Furnishings,335.744,2,0.2,25.1808,Karen Harris
Second Class,Corporate,United States,Santa Barbara,California,93101,West,Office Supplies,Paper,8.96,2,0,4.3904,Rebecca Kirk
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Technology,Accessories,89.568,4,0.2,-1.1196,Russell Jones
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,71.96,5,0.2,7.196,Patrick Rogers
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,15.552,3,0.2,5.4432,Tyler Porter
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,10.43,5,0.8,-18.2525,Carrie Bishop
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,72.784,1,0.2,-18.196,Angela Hubbard
Same Day,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,67.15,5,0,16.7875,Matthew Brown
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Phones,549.98,2,0,142.9948,Sarah Ortiz
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,11.82,3,0,4.728,Heather Roberts
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,4643.8,4,0,2229.024,Eric Owens PhD
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,577.764,2,0.1,115.5528,Dawn Macias
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Furniture,Tables,191.5155,1,0.45,-76.6062,Morgan Johnson
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Office Supplies,Art,2.624,1,0.2,0.4264,Jason Lawrence
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,1369.764,6,0.7,-913.176,Michael Larson
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,294.368,4,0.2,-58.8736,Kristina Wilcox
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Appliances,81.568,2,0.2,7.1372,Richard Kirby
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,44.46,5,0.6,-17.784,Melissa Flynn
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,314.088,3,0.2,19.6305,John Neal
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,6.336,4,0.7,-4.6464,Michael Bryant
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Paper,10.48,1,0.2,3.799,Jeffrey Howard
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,2.469,1,0.7,-1.8106,Norma Fisher
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,3.264,2,0.7,-2.2848,Nicole Henson
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,4.344,3,0.2,0.8688,Lynn Herring
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,31.776,3,0.6,-19.0656,Paul Carter
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,4.928,2,0.2,1.7248,Chad Price
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396,Timothy Lutz
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,15.072,4,0.2,-3.768,Matthew Brown
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,12.624,2,0.2,-2.5248,Caleb Fleming
Standard Class,Corporate,United States,Pasadena,California,91104,West,Office Supplies,Paper,185.88,6,0,83.646,Kevin Miller
Standard Class,Corporate,United States,Pasadena,California,91104,West,Office Supplies,Paper,12.96,2,0,6.2208,Brandi Meyer
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,189.7,10,0,91.056,Bailey Mclaughlin
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.99,1,0,20.0851,Charles Williams
